artist;artistIds;asciiName;attractionLights;availability;boosterTypes;borderColor;cardParts;colorIdentity;colorIndicator;colors;defense;duelDeck;edhrecRank;edhrecSaltiness;faceConvertedManaCost;faceFlavorName;faceManaValue;faceName;finishes;flavorName;flavorText;frameEffects;frameVersion;hand;hasAlternativeDeckLimit;hasContentWarning;hasFoil;hasNonFoil;isAlternative;isFullArt;isFunny;isOnlineOnly;isOversized;isPromo;isRebalanced;isReprint;isReserved;isStarter;isStorySpotlight;isTextless;isTimeshifted;keywords;language;layout;leadershipSkills;life;loyalty;manaCost;manaValue;name;number;originalPrintings;originalReleaseDate;originalText;originalType;otherFaceIds;power;printings;promoTypes;rarity;rebalancedPrintings;relatedCards;securityStamp;setCode;side;signature;subsets;subtypes;supertypes;text;toughness;type;types;uuid;variations;watermark
Ron Spears;fce9030b-86bd-4439-b06a-920a1eeb184c;;;paper;;borderless;;B, G;;B, G;;;139.0;0.37;;;;;nonfoil, foil;;A power vacuum for the Azorius. A keepsake for Vraska.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{B}{G};2.0;Assassin's Trophy;372;;;Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle.;Instant;;;2X2, GRN, PGRN, PRM, SLD;boosterfun;rare;;;oval;2X2;;;;;;Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle.;;Instant;Instant;5a55e755-8812-5599-bcb8-c97d1cb3b950;054b4133-063e-5a25-8402-255af93975c1, ec1c0bd6-635c-5d5c-911d-eab33d2f103f;
Paolo Parente;d48dd097-720d-476a-8722-6a02854ae28b;;;paper;;borderless;;G, R;;G, R;;;2954.0;0.1;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Cascade, Haste;English;normal;;;;{2}{R}{G};4.0;Bloodbraid Elf;373;;;Haste\nCascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.);Creature — Elf Berserker;;3;2X2, ARB, C16, CLB, EMA, F10, HA7, MB1, PC2, PCA, PRM, SLC, TSR;boosterfun;uncommon;;;;2X2;;;;Elf, Berserker;;Haste\nCascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.);2;Creature — Elf Berserker;Creature;f114e89e-fafa-5eb9-b750-efa6b0391d1d;ecc36e5a-1b3b-5f9e-84f1-80598894fdcb;
Scott M. Fischer;23b0cf43-3e43-44c6-8329-96446eca5bce;;;paper;;borderless;;G, R;;G, R;;;10138.0;0.47;;;;;nonfoil, foil;;The lawmage served her a warrant as long as Niv Mizzet's tail. She thanked him, then used it as kindling to burn down his house.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{R/G}{R/G};2.0;Burning-Tree Emissary;374;;;When Burning-Tree Emissary enters the battlefield, add {R}{G}.;Creature — Human Shaman;;2;2X2, DDS, GK2, GTC, HA1, MM3, PRM;boosterfun;common;;;;2X2;;;;Human, Shaman;;When Burning-Tree Emissary enters the battlefield, add {R}{G}.;2;Creature — Human Shaman;Creature;02255d52-a851-59b4-9177-0fabc9eb6f79;d640fb11-ab4e-5aa2-9257-82a293890663;
Richard Kane Ferguson;191620ed-2361-444e-96a6-1fe7ce32ef3b;;;paper;;borderless;;G, U;;G, U;;;666.0;0.1;;;;;nonfoil, foil;;Members of the Simic Combine adapt themselves to suit whatever role they feel drawn to.;inverted;2015;;;;1;1;;1.0;;;;;;1.0;;1.0;;;;;English;normal;;;;{G}{U};2.0;Coiling Oracle;375;;;When Coiling Oracle enters the battlefield, reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put that card into your hand.;Creature — Snake Elf Druid;;1;2X2, C15, C16, C21, CMR, CN2, DDO, DIS, DMC, GK2, MB1, MM3, PAL06, PRM, TD0;boosterfun;common;;;;2X2;;;;Snake, Elf, Druid;;When Coiling Oracle enters the battlefield, reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put that card into your hand.;1;Creature — Snake Elf Druid;Creature;b2c7dd2e-903f-51ab-8cbe-c6523b4e44ab;f41b1e0f-d579-587a-acf4-69ce54096b2d;
Richard Kane Ferguson;191620ed-2361-444e-96a6-1fe7ce32ef3b;;;paper;;borderless;;G, W;;G, W;;;1924.0;0.6;;;;;nonfoil, foil;;Dromoka's followers forsake blood ties so that they may join a greater family.;legendary, inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Flying, Lifelink;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{4}{G}{W};6.0;Dragonlord Dromoka;376;;;This spell can't be countered.\nFlying, lifelink\nYour opponents can't cast spells during your turn.;Legendary Creature — Elder Dragon;;5;2X2, DTK, PDTK, PLIST, PRM;boosterfun;mythic;;;oval;2X2;;;;Elder, Dragon;Legendary;This spell can't be countered.\nFlying, lifelink\nYour opponents can't cast spells during your turn.;7;Legendary Creature — Elder Dragon;Creature;5d573f4f-1a13-59f4-b39c-be30eacb45f7;ced75dfe-2ce8-5f5e-9656-ff0460d1c527, 64b3d3c5-1bf5-5b40-a585-4398fb1b4074;
Richard Kane Ferguson;191620ed-2361-444e-96a6-1fe7ce32ef3b;;;paper;;borderless;;B, W;;B, W;;;1381.0;0.31;;;;;nonfoil, foil;;;legendary, inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Lifelink;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{W}{B};4.0;Elenda, the Dusk Rose;377;;;Lifelink\nWhenever another creature dies, put a +1/+1 counter on Elenda, the Dusk Rose.\nWhen Elenda dies, create X 1/1 white Vampire creature tokens with lifelink, where X is Elenda's power.;Legendary Creature — Vampire Knight;;1;2X2, PLIST, PRIX, PRM, RIX;boosterfun;mythic;;;oval;2X2;;;;Vampire, Knight;Legendary;Lifelink\nWhenever another creature dies, put a +1/+1 counter on Elenda, the Dusk Rose.\nWhen Elenda dies, create X 1/1 white Vampire creature tokens with lifelink, where X is Elenda's power.;1;Legendary Creature — Vampire Knight;Creature;dcf68e3a-76b9-514a-b01e-490f5f375d87;477fefc7-8c5d-5e82-a0ff-d550125274e4, 54030e70-d578-53a0-9c35-ff2f46b0e476;
Drew Tucker;22eef389-7b21-4dda-95dc-4c9a0f1bf4dd;;;paper;;borderless;;B, U;;B, U;;;4950.0;0.24;;;;;nonfoil, foil;;He spent his life searching for the *Locked Tome of Eremil*. In the end, his mind held together just long enough to decipher a single word.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Mill;English;normal;;;;{U}{B};2.0;Glimpse the Unthinkable;378;;;Target player mills ten cards.;Sorcery;;;2X2, GK1, HA6, IMA, PRM, RAV;boosterfun;rare;;;oval;2X2;;;;;;Target player mills ten cards.;;Sorcery;Sorcery;3095c89b-909d-5203-849e-0f4d9a12c2fe;f27bb4fd-15bd-5d09-b9cc-777424f1ad13, f5241c77-8d09-5c78-8572-de45aca9569e;
Greg Hildebrandt;020f967b-0d2f-4166-aabe-901dba8bc7ec;;;paper;;borderless;;U, W;;U, W;;;1835.0;2.02;;;;;nonfoil, foil;;To be Arbiter is to dispense few words and many judgments.;legendary, inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{W}{U};4.0;Grand Arbiter Augustin IV;379;;;White spells you cast cost {1} less to cast.\nBlue spells you cast cost {1} less to cast.\nSpells your opponents cast cost {1} more to cast.;Legendary Creature — Human Advisor;;2;2X2, DIS, MMA, PJ21, PLIST, PRM;boosterfun;rare;;;oval;2X2;;;;Human, Advisor;Legendary;White spells you cast cost {1} less to cast.\nBlue spells you cast cost {1} less to cast.\nSpells your opponents cast cost {1} more to cast.;3;Legendary Creature — Human Advisor;Creature;ab0fd9eb-fb14-58e1-b39a-07973bb9d859;d9f634fb-ddd4-5284-9959-a9dfda961e0a, 02f406d8-b1d5-5be6-9b90-263bc8414ee5;
Richard Kane Ferguson;191620ed-2361-444e-96a6-1fe7ce32ef3b;;;paper;;borderless;;B, G;;B, G;;;9547.0;0.11;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Delirium, Surveil, Trample;English;normal;;;;{B}{G};2.0;Grim Flayer;380;;;Trample\nWhenever Grim Flayer deals combat damage to a player, look at the top three cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.\nDelirium — Grim Flayer gets +2/+2 as long as there are four or more card types among cards in your graveyard.;Creature — Human Warrior;;2;2X2, EMN, PEMN, PRM, SIR;boosterfun;rare;;;oval;2X2;;;;Human, Warrior;;Trample\nWhenever Grim Flayer deals combat damage to a player, surveil 3. (Look at the top three cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)\nDelirium — Grim Flayer gets +2/+2 as long as there are four or more card types among cards in your graveyard.;2;Creature — Human Warrior;Creature;86ab57f0-4d43-55e9-8b58-78d9ec3151b1;e8d96510-39bf-577f-a1b1-4e8a062b127e, 89d6aacc-feab-5f23-8957-3d4ddc42df2d;
Alex Horley-Orlandelli;1631a2ad-bf03-4ab9-b86c-60da982d58a1;;;paper;;borderless;;B, R;;B, R;;;3197.0;0.18;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{B}{R};3.0;Kolaghan's Command;381;;;Choose two —\n• Return target creature card from your graveyard to your hand.\n• Target player discards a card.\n• Destroy target artifact.\n• Kolaghan's Command deals 2 damage to any target.;Instant;;;2X2, DTK, HA5, MB1, PDTK, PRM;boosterfun;rare;;;oval;2X2;;;;;;Choose two —\n• Return target creature card from your graveyard to your hand.\n• Target player discards a card.\n• Destroy target artifact.\n• Kolaghan's Command deals 2 damage to any target.;;Instant;Instant;e5524868-2e11-56d1-8ab6-04fe70ece2a7;230f89d4-9778-5de6-a3b7-2b85b8ebe8ee, 8f77344a-a55f-5147-9424-2784877afc90;
Richard Kane Ferguson;191620ed-2361-444e-96a6-1fe7ce32ef3b;;;paper;;borderless;;B, R, U;;B, R, U;;;2821.0;0.59;;;;;nonfoil, foil;;;legendary, inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Dethrone;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{U}{B}{R};4.0;Marchesa, the Black Rose;382;;;Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)\nOther creatures you control have dethrone.\nWhenever a creature you control with a +1/+1 counter on it dies, return that card to the battlefield under your control at the beginning of the next end step.;Legendary Creature — Human Wizard;;3;2X2, C17, CNS, PRM, PZ1, VMA;boosterfun;rare;;;oval;2X2;;;;Human, Wizard;Legendary;Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)\nOther creatures you control have dethrone.\nWhenever a creature you control with a +1/+1 counter on it dies, return that card to the battlefield under your control at the beginning of the next end step.;3;Legendary Creature — Human Wizard;Creature;cdc3a0d2-3c56-50c5-84c1-39d3d985c8fd;0f906c25-1f97-55a6-a815-ef9316b7582a, 8f1a847d-eb05-5a3d-85f9-2cb84d23b7af;
Mark Tedin;9ee9a9cc-c09e-486f-918b-69f80cbc4188;;;paper;;borderless;;B, G, U;;B, G, U;;;6056.0;0.39;;;;;nonfoil, foil;;;legendary, inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{B}{G}{U};5.0;The Mimeoplasm;383;;;As The Mimeoplasm enters the battlefield, you may exile two creature cards from graveyards. If you do, it enters the battlefield as a copy of one of those cards with a number of additional +1/+1 counters on it equal to the power of the other card.;Legendary Creature — Ooze;;0;2X2, CM1, CM2, CMD, OCMD, PRM, PZ1, SLD;boosterfun;rare;;;oval;2X2;;;;Ooze;Legendary;As The Mimeoplasm enters the battlefield, you may exile two creature cards from graveyards. If you do, it enters the battlefield as a copy of one of those cards with a number of additional +1/+1 counters on it equal to the power of the other card.;0;Legendary Creature — Ooze;Creature;2f85b076-20ba-55d2-b174-6f8061bcb90d;f4367933-5ba2-54f8-b7b3-fbaa1a140aad, 21903cfa-038b-5309-8532-e020827b537e;
Eric Velhagen;9f85c6c1-5cf4-4092-bb65-006eaca188d4;;;paper;;borderless;;B, G, U;;B, G, U;;;1460.0;1.05;;;;;nonfoil, foil;;Yargle hadn't bargained on her showing up.;legendary, inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{3}{B}{G}{U};6.0;Muldrotha, the Gravetide;384;;;During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard. (If a card has multiple permanent types, choose one as you play it.);Legendary Creature — Elemental Avatar;;6;2X2, CMR, DOM, PDOM, PLIST, PRM;boosterfun;mythic;;;oval;2X2;;;;Elemental, Avatar;Legendary;During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard. (If a card has multiple permanent types, choose one as you play it.);6;Legendary Creature — Elemental Avatar;Creature;931b2a2d-20ec-563d-9f58-d63e7be14e50;88a33a30-2171-5877-89dd-9a030cbd5dd9, 0b97605d-495c-50eb-8ff2-8f2ac657cfbe;
Donato Giancola;90332db2-aecb-4d79-917b-95cbeb8d0cb6;;;paper;;borderless;;G, W;;G, W;;;1940.0;0.82;;;;;nonfoil, foil;;There's no better defense than simply being out of reach.;inverted;2015;;;;1;1;;1.0;;;;;;1.0;;1.0;;;;;English;normal;;;;{2}{G/W}{G/W}{G/W};5.0;Privileged Position;385;;;Other permanents you control have hexproof.;Enchantment;;;2X2, GK1, PRM, RAV;boosterfun;rare;;;oval;2X2;;;;;;({G/W} can be paid with either {G} or {W}.)\nOther permanents you control have hexproof. (They can't be the targets of spells or abilities your opponents control.);;Enchantment;Enchantment;4b701105-1e43-58b4-a45f-5703a0d9dd27;8b753ca1-31af-535c-b588-43e48056f0c3, 4b170fa3-a277-5bcd-a41b-46b4cba0ee06;
David O'Connor;bd8dcf6f-4ab3-4854-bfb0-f2e21610fc16;;;paper;;borderless;;G, W;;G, W;;;2383.0;0.1;;;;;nonfoil, foil;;An elder in one pride, of the Sigiled caste in another.;inverted;2015;;;;1;1;;1.0;;;;;;1.0;;1.0;;;;Exalted;English;normal;;;;{G}{W};2.0;Qasali Pridemage;386;;;Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\n{1}, Sacrifice Qasali Pridemage: Destroy target artifact or enchantment.;Creature — Cat Wizard;;2;2X2, ARB, C17, DDH, F10, MB1, PRM, TSR;boosterfun;common;;;;2X2;;;;Cat, Wizard;;Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\n{1}, Sacrifice Qasali Pridemage: Destroy target artifact or enchantment.;2;Creature — Cat Wizard;Creature;530f4531-fd66-5f04-947f-db8fd7adfcc3;add8069c-43a8-5e34-863e-b9faea2cbf11;
Ian Miller;d2200e9f-c40d-45d4-8d87-3f1412c61770;;;paper;;borderless;;B, R, U;;B, R, U;;;6557.0;0.25;;;;;nonfoil, foil;;;legendary, inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{3}{U}{B}{R};6.0;Sedris, the Traitor King;387;;;Each creature card in your graveyard has unearth {2}{B}. ({2}{B}: Return the card to the battlefield. The creature gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.);Legendary Creature — Zombie Warrior;;5;2X2, ALA, PLIST, PRM;boosterfun;mythic;;;oval;2X2;;;;Zombie, Warrior;Legendary;Each creature card in your graveyard has unearth {2}{B}. ({2}{B}: Return the card to the battlefield. The creature gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.);5;Legendary Creature — Zombie Warrior;Creature;9d5b6d08-f88d-597e-938d-4373f78a7564;428d724c-0a3b-52a2-827c-3f3d1199a1e2, cff96abd-04fa-5495-b264-49ae5a9f1f7a;
Ron Spears;fce9030b-86bd-4439-b06a-920a1eeb184c;;;paper;;borderless;;U, W;;U, W;;;391.0;0.66;;;;;nonfoil, foil;;"""I'll grant that the siege engines are gone, but do you think that might have been a bit of overkill?""\n—Sergeant Malsworth";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{W}{W}{U};4.0;Supreme Verdict;388;;;This spell can't be countered.\nDestroy all creatures.;Sorcery;;;2X2, EA1, IMA, LTC, MB1, PRM, PRTR, RTR;boosterfun;rare;;;oval;2X2;;;;;;This spell can't be countered.\nDestroy all creatures.;;Sorcery;Sorcery;38fdf18d-942a-5676-bb42-0aec7803a369;45c509a6-eee6-5a69-b2e5-1b6be733d4ce, 4ea05d00-fdf8-5564-9a41-26e92908c84c;
Paolo Parente;d48dd097-720d-476a-8722-6a02854ae28b;;;paper;;borderless;;B, R;;B, R;;;188.0;0.17;;;;;nonfoil, foil;;""". . . some sort of giant lizard-bat thing. Yeah, we shot it. No, nothing to clean up.""\n—Archelle, chief exterminator";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{B}{R};2.0;Terminate;389;;;Destroy target creature. It can't be regenerated.;Instant;;;2X2, AFC, ARB, ARC, C16, C17, C20, CMA, CMD, DDK, DMC, F06, MB1, MM3, NCC, P09, PLIST, PLS, PRM, PS11, SCD, TD0, WC01;boosterfun;uncommon;;;;2X2;;;;;;Destroy target creature. It can't be regenerated.;;Instant;Instant;f6d65518-322a-5cf1-a08c-fb9b71fd306f;98a5d7fe-1c33-5723-9f51-22940d66ff96;
Donato Giancola;90332db2-aecb-4d79-917b-95cbeb8d0cb6;;;paper;;borderless;;R, U;;R, U;;;1355.0;0.7;;;;;nonfoil, foil;;Cloudy with a chance of chaos.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{4}{U}{R};6.0;Thousand-Year Storm;390;;;Whenever you cast an instant or sorcery spell, copy it for each other instant and sorcery spell you've cast before it this turn. You may choose new targets for the copies.;Enchantment;;;2X2, GRN, PGRN, PRM;boosterfun;rare;;;oval;2X2;;;;;;Whenever you cast an instant or sorcery spell, copy it for each other instant and sorcery spell you've cast before it this turn. You may choose new targets for the copies.;;Enchantment;Enchantment;c495d485-7a34-5061-a2df-ac27c700a813;d5fba822-6308-5bb9-b1a1-d8dd73c8eb7b, 107017dd-f69e-52f7-ac8c-902105f61a87;
Greg Staples;93d65564-bf00-447b-8406-e2031f03b6b1;;;paper;;borderless;;;;;;;5009.0;0.5;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1};1.0;Aether Vial;391;;;At the beginning of your upkeep, you may put a charge counter on Aether Vial.\n{T}: You may put a creature card with mana value equal to the number of charge counters on Aether Vial from your hand onto the battlefield.;Artifact;;;2X2, DST, IMA, MMA, MPS, PLIST, PPRO, PRM, TD0, V10;boosterfun;rare;;;oval;2X2;;;;;;At the beginning of your upkeep, you may put a charge counter on Aether Vial.\n{T}: You may put a creature card with mana value equal to the number of charge counters on Aether Vial from your hand onto the battlefield.;;Artifact;Artifact;5e506e06-9d1a-572f-b440-516be17b177b;22b2e747-6d2b-503a-bc8e-0d28b82340e6, 29e82994-8a43-5d5b-8277-743cc9d66a1f;
Ron Spencer;dab52c11-0564-4207-a4a1-c1735c946a65;;;paper;;borderless;;;;;;;1850.0;0.25;;;;;nonfoil, foil;;She awoke with blood on her brow, an axe in her hand, and heads at her feet.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Equip;English;normal;;;;{1};1.0;Bloodforged Battle-Axe;392;;;Equipped creature gets +2/+0.\nWhenever equipped creature deals combat damage to a player, create a token that's a copy of Bloodforged Battle-Axe.\nEquip {2};Artifact — Equipment;;;2X2, C17, MOC, PRM, PZ2;boosterfun;rare;;;oval;2X2;;;;Equipment;;Equipped creature gets +2/+0.\nWhenever equipped creature deals combat damage to a player, create a token that's a copy of Bloodforged Battle-Axe.\nEquip {2};;Artifact — Equipment;Artifact;07025bd9-6da4-53f4-b67e-f87429dcf3df;ad2def85-d307-5fee-bf98-93ecf0f22739, d9981ce3-76d7-564b-b626-a0382dd5b342;
Mark Zug;48e2b98c-5467-4671-bd42-4c3746115117;;;paper;;borderless;;;;;;;435.0;0.66;;;;;nonfoil, foil;;"""From dust and light She coaxed forth an uncorrupted world. By Her grace we dwell here, free from suffering.""\n—*Song of All*, canto 11";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{3};3.0;Crucible of Worlds;393;;;You may play lands from your graveyard.;Artifact;;;10E, 2X2, 5DN, J13, M19, MPS, PM19, PRM, PWOR;boosterfun;mythic;;;oval;2X2;;;;;;You may play lands from your graveyard.;;Artifact;Artifact;05bb86bb-98b7-5338-900f-c630a865b43d;bb3f2dc8-8e08-5152-a6a0-44a194246b78, 98615fc0-1101-58bc-a965-acce17421f0d;
Steve Prescott;a1139fb8-41f5-4a9e-9a74-f662e1a23b35;;;paper;;borderless;;;;;;;121.0;1.38;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1};1.0;Mana Vault;394;;;Mana Vault doesn't untap during your untap step.\nAt the beginning of your upkeep, you may pay {4}. If you do, untap Mana Vault.\nAt the beginning of your draw step, if Mana Vault is tapped, it deals 1 damage to you.\n{T}: Add {C}{C}{C}.;Artifact;;;2ED, 2X2, 30A, 3ED, 4BB, 4ED, 5ED, CED, CEI, FBB, LEA, LEB, ME4, MPS, PRM, PUMA, SUM, UMA, VMA;boosterfun;mythic;;;oval;2X2;;;;;;Mana Vault doesn't untap during your untap step.\nAt the beginning of your upkeep, you may pay {4}. If you do, untap Mana Vault.\nAt the beginning of your draw step, if Mana Vault is tapped, it deals 1 damage to you.\n{T}: Add {C}{C}{C}.;;Artifact;Artifact;ce333667-b107-5333-9dad-f18b707f623b;35caa9dd-fb92-5df1-85a1-18aa98e3b97a, 91ed750f-7471-5c90-aade-698d967c043a;
Mark Poole;bfdeaf09-f915-4058-8e8b-bcac3bc43c33;;;paper;;borderless;;;;;;;248.0;0.78;;;;;nonfoil, foil;;All who listen hear their own song, a unique melody played just for them.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{4};4.0;Panharmonicon;395;;;If an artifact or creature entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.;Artifact;;;2X2, J22, KLD, KLR, PKLD, PLIST, PRM, SLD, TSR;boosterfun;rare;;;oval;2X2;;;;;;If an artifact or creature entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.;;Artifact;Artifact;fc1d7d9a-4de1-50dc-af70-aa308b22a3ba;2b914ffc-6103-5dac-a4ca-e4436d9242ae, 0a33c097-4e38-574b-876c-5cabbebc1c4b;
